customer_id,age,annual_income,credit_score,loan_amount,existing_loans,region,employment_status,gender,marital_status,application_date,default_flag
100721,71.0,614651.12,856.0,295801.1,0,West,Employed,MALE ,Single,21/09/2023,0
100059,56.0,104947.48,524.0,534282.76,2,Central,Employed,Female,Single,01/22/2023,0
101708,,741371.84,552.0,459012.37,4,North,Self-Employed,Female,Single,2024-09-15,0
101405,26.0,621305.51,734.0,615102.74,3,Central,Unemployed,Female,Single,28/05/2024,0
100073,25.0,411302.05,878.0,383043.94,1,North,Unemployed,M,Single,27/01/2023,0
100162,41.0,125637.26,390.0,347248.09,3,South,Retired,M,Widowed,01-Mar-2023,0
100366,44.0,,790.0,450437.24,2,South,Unemployed,Female,Divorced,14-May-2023,1
100532,,354630.23,585.0,298247.52,3,West,Self-Employed,Female,Married,2023-07-14,0
100561,20.0,116326.58,338.0,519541.55,1,North,Retired,MALE ,Single,24/07/2023,0
101825,69.0,453550.93,1200.0,647798.78,1,East,Self-Employed,male,Widowed,28/10/2024,0
100602,60.0,253225.42,500.0,484706.5,2,East,Employed,F,Single,08-Aug-2023,0
101964,64.0,867418.94,787.0,407891.81,2,East,Self-Employed,MALE ,Widowed,2024-12-18,0
100045,73.0,524813.81,390.0,465988.6,0,East,Retired,Female,Widowed,17/01/2023,0
100978,37.0,199285.95,779.0,349378.54,1,North,Self-Employed,FEMALE,Divorced,24-Dec-2023,0
100354,73.0,509811.46,882.0,360786.82,3,Central,Retired,FEMALE,Single,10-May-2023,0
101647,55.0,185797.4,723.0,251120.08,4,East,Self-Employed,MALE ,Widowed,08/24/2024,0
101000,64.0,627846.51,478.0,360337.19,3,Central,Unemployed,MALE ,Married,2024-01-01,0
100076,36.0,675481.47,623.0,351853.02,0,East,Retired,M,Single,2023-01-28,0
101946,26.0,91241.13,545.0,534579.16,4,Central,Employed,F,Divorced,11-Dec-2024,0
101788,44.0,350602.93,357.0,76366.42,0,South,Self-Employed,F,Widowed,2024-10-14,0
100680,59.0,942384.54,735.0,410118.18,4,East,Self-Employed,M,Married,2023-09-06,0
101331,58.0,523149.86,830.0,488546.66,0,Central,Unemployed,M,Married,05/01/2024,1
100982,49.0,1150240.78,707.0,187724.98,0,East,Unemployed,female,Married,25-Dec-2023,1
100393,52.0,555548.37,367.0,271752.28,1,North,Unemployed,M,Widowed,24/05/2023,0
100836,64.0,547587.77,318.0,389283.19,2,South,Retired,male,Widowed,2023-11-02,0
100030,43.0,680294.49,423.0,435189.34,2,Central,Retired,Female,Married,11-Jan-2023,0
101106,31.0,584609.52,747.0,399550.05,1,East,Employed,FEMALE,Widowed,08-Feb-2024,0
101611,26.0,966576.14,709.0,305073.48,3,East  ,Retired,female,Married,08/11/2024,0
100715,63.0,515547.16,884.0,410574.43,4,West,Self-Employed,FEMALE,Widowed,09/19/2023,0
100976,23.0,104908.45,657.0,442180.97,1,South,Unemployed,MALE ,Married,2023-12-23,0
101556,69.0,199880.33,432.0,508489.46,0,Central,,Female,Married,2024-07-22,0
100824,53.0,648023.87,719.0,251620.63,1,West,Employed,female,Single,2023-10-28,0
101957,48.0,480938.33,325.0,468179.78,0,West,Retired,Male,Married,15/12/2024,0
101573,64.0,770060.29,676.0,339505.7,2,North,Retired,F,Single,28/07/2024,1
101976,71.0,576649.23,554.0,467788.34,1,South,Employed,Female,Married,2024-12-22,1
100374,68.0,756949.1,320.0,491956.63,3,South,Self-Employed,M,Widowed,17-May-2023,0
101596,55.0,1070595.9,639.0,484711.34,0,West,Employed,Female,Divorced,2024-08-05,0
100044,21.0,1010576.2,418.0,231404.24,0,Central,Retired,female,Single,2023-01-17,0
101694,27.0,474978.99,580.0,466920.67,4,West,Employed,Female,Divorced,10-Sep-2024,0
100168,,972111.06,898.0,483815.66,0,East,Employed,FEMALE,Single,2023-03-03,0
100303,69.0,1034241.41,736.0,395956.62,2,South,Retired,MALE ,Widowed,04/21/2023,0
101965,60.0,944546.21,571.0,270193.35,4,East,Unemployed,M,Married,18/12/2024,0
101613,57.0,402223.42,685.0,424622.1,1,Central,Unemployed,female,Single,12/08/2024,0
101954,73.0,706072.35,413.0,486410.43,0,North,Self-Employed,M,Single,14-Dec-2024,1
100619,25.0,63914.17,601.0,289888.98,3,Central,Employed,FEMALE,Divorced,08/15/2023,0
101435,23.0,720293.29,570.0,352506.58,2,South,Employed,FEMALE,Divorced,06/08/2024,0
100720,25.0,711986.89,817.0,485045.6,0,West,Retired,Female,Divorced,2023-09-20,0
101773,40.0,436765.55,820.0,363794.58,1,North,Self-Employed,Male,Widowed,09/10/2024,0
101319,40.0,824372.08,751.0,535506.56,0,West,Unemployed,F,Widowed,04/26/2024,1
100593,73.0,,464.0,454950.55,4,South,Unemployed,Female,Divorced,05/08/2023,0
101969,26.0,,732.0,430504.68,3,Central,Self-Employed,Male,Married,20/12/2024,0
101292,43.0,787731.1,,306087.93,2,Central,Employed,male,Divorced,2024-04-16,1
101612,56.0,,817.0,374060.03,2,East,Employed,F,Single,2024-08-11,0
101089,-5.0,526785.06,,523089.89,3,Central,Retired,FEMALE,Divorced,02/02/2024,1
100507,32.0,602309.88,354.0,401010.18,0,North,Self-Employed,female,Married,07/05/2023,1
100185,43.0,718161.32,377.0,354353.47,1,Central,Unemployed,Female,Divorced,09/03/2023,0
100651,55.0,731003.13,490.0,356094.38,0,West,Unemployed,MALE ,Divorced,08/26/2023,0
100427,63.0,182195.47,827.0,510421.64,1,Central,Employed,FEMALE,Divorced,06/05/2023,0
100486,37.0,551188.96,385.0,371688.37,1,North,Unemployed,female,Married,27-Jun-2023,1
101220,55.0,532893.58,703.0,642442.26,0,South,Unemployed,MALE ,Divorced,2024-03-21,0
100300,38.0,815520.38,894.0,242711.25,0,East,Employed,male,Divorced,2023-04-20,0
101050,46.0,484924.97,613.0,315418.8,2,East,Self-Employed,FEMALE,Divorced,19-Jan-2024,0
100741,61.0,,787.0,306790.83,3,East,Employed,male,Widowed,28/09/2023,0
100554,74.0,-37419.0,618.0,328220.73,4,West,Self-Employed,Male,Widowed,22-Jul-2023,1
101623,18.0,441684.35,739.0,476367.64,4,East,Employed,FEMALE,Married,08/15/2024,0
101671,50.0,816073.08,522.0,617628.5,3,West,Self-Employed,male,Divorced,09/02/2024,0
101962,26.0,572090.14,689.0,657715.0,4,North,Self-Employed,Male,Married,17-Dec-2024,0
101384,40.0,805400.33,664.0,703388.41,0,East,Employed,male,Single,2024-05-20,0
100998,72.0,771273.47,676.0,455591.22,1,East,Unemployed,M,Single,31-Dec-2023,0
100175,44.0,149613.56,498.0,546198.65,1,West,Unemployed,Male,Widowed,03/05/2023,0
100581,65.0,787797.93,808.0,411239.06,1,North,Unemployed,male,Widowed,01/08/2023,0
101480,26.0,535479.55,513.0,373247.28,1,West,Unemployed,Female,Single,2024-06-24,0
101732,57.0,434504.41,740.0,350778.58,3,West,Employed,female,Widowed,2024-09-24,0
100123,44.0,,350.0,462291.95,3,South,Self-Employed,male,Single,02/14/2023,0
100453,19.0,595693.46,717.0,437544.65,4,South,Self-Employed,female,Married,15/06/2023,0
100411,31.0,722807.85,838.0,180320.14,3,South  ,Unemployed,Female,Married,05/31/2023,0
101006,66.0,1074146.67,787.0,396205.86,4,West,Unemployed,M,Divorced,03-Jan-2024,0
100039,54.0,817519.81,668.0,361654.04,2,South,Unemployed,FEMALE,Divorced,01/15/2023,1
100806,49.0,1076522.94,564.0,242400.42,2,East,Self-Employed,male,Married,22-Oct-2023,0
101923,42.0,445610.4,357.0,152640.05,1,West,Self-Employed,FEMALE,Widowed,12/03/2024,0
100331,39.0,360633.84,756.0,676617.46,4,East,Self-Employed,male,Widowed,05/01/2023,0
101651,19.0,457192.46,581.0,458971.14,3,Central,Self-Employed,Male,Divorced,08/25/2024,0
100194,-5.0,559184.84,623.0,607430.84,1,South,Retired,female,Widowed,12-Mar-2023,0
100535,26.0,981286.68,453.0,322506.29,3,Central,Retired,MALE ,Divorced,07/15/2023,0
101571,38.0,803610.03,761.0,307006.95,3,North,,Male,Married,07/27/2024,0
101738,18.0,605946.74,362.0,320281.46,2,West,Unemployed,MALE ,Single,26-Sep-2024,0
100322,53.0,856049.9,454.0,299327.68,1,North,Self-Employed,Female,Widowed,28-Apr-2023,0
101385,31.0,640687.69,449.0,277856.87,2,Central,Retired,FEMALE,Married,20/05/2024,0
100266,43.0,,624.0,568319.2,1,Central,Employed,Male,Married,08-Apr-2023,0
100670,72.0,893454.77,301.0,336597.55,0,North,Employed,Male,Widowed,02-Sep-2023,0
101450,34.0,491978.54,390.0,157170.21,3,West,Retired,F,Divorced,13-Jun-2024,1
100067,39.0,-100000.0,738.0,574943.25,4,South,Self-Employed,female,Married,01/25/2023,0
101259,63.0,687730.38,444.0,328250.09,3,South,Employed,Male,Divorced,04/04/2024,0
100548,47.0,702572.82,492.0,663932.09,4,South,Employed,F,Widowed,2023-07-20,0
101802,43.0,842474.0,569.0,478108.13,0,Central,Unemployed,female,Married,20-Oct-2024,0
100985,55.0,205900.43,392.0,448436.38,3,North,Self-Employed,FEMALE,Married,26/12/2023,0
101417,42.0,821009.48,606.0,379925.52,2,East,Unemployed,Male,Widowed,01/06/2024,0
101704,70.0,1008994.53,351.0,172765.84,4,West,Retired,Male,Divorced,2024-09-14,0
101431,28.0,488947.94,350.0,306393.78,2,North,Employed,Male,Single,06/06/2024,0
101637,53.0,944738.64,534.0,553963.85,1,West,Self-Employed,female,Married,20/08/2024,0
101816,31.0,916494.41,494.0,448268.71,1,South,Retired,Female,Divorced,2024-10-25,0
100905,58.0,495951.82,747.0,494591.85,2,Central,Retired,male,Widowed,27/11/2023,1
101181,70.0,558905.68,636.0,387565.45,0,East,Unemployed,Male,Divorced,07/03/2024,0
101657,67.0,511993.82,506.0,350031.29,3,Central,Self-Employed,MALE ,Divorced,28/08/2024,0
100990,37.0,349325.85,590.0,659714.31,1,North,Self-Employed,male,Single,28-Dec-2023,1
101516,45.0,641043.81,795.0,493628.97,0,East,Retired,M,Widowed,2024-07-07,1
100892,47.0,300759.49,504.0,157827.81,2,West,Self-Employed,Male,Widowed,2023-11-22,0
100416,73.0,608837.24,772.0,332820.04,4,West,Unemployed,Male,Widowed,2023-06-01,0
101844,60.0,,379.0,480398.92,0,South,Retired,male,Divorced,2024-11-04,0
101553,,596188.89,382.0,452862.91,4,North,Self-Employed,female,Widowed,21/07/2024,0
101602,65.0,767340.16,727.0,390225.76,4,West,Unemployed,male,Single,08-Aug-2024,0
101682,20.0,1248169.18,424.0,327265.0,1,South,Self-Employed,FEMALE,Married,06-Sep-2024,0
100888,18.0,477016.58,476.0,202650.47,1,Central,Unemployed,Male,Divorced,2023-11-21,0
100743,33.0,504759.95,609.0,293656.15,2,West,Retired,male,Divorced,09/29/2023,0
100544,65.0,787032.09,423.0,654064.94,2,South,Retired,Male,Married,2023-07-18,0
101933,72.0,509887.8,,566584.41,1,West,Unemployed,Male,Married,06/12/2024,0
100906,41.0,351408.63,774.0,289366.47,0,North,Unemployed,male,Single,27-Nov-2023,0
100931,57.0,537507.4,548.0,220148.44,4,Central,Unemployed,M,Widowed,12/06/2023,1
100261,27.0,789885.09,,718012.12,0,North,Employed,FEMALE,Divorced,06/04/2023,0
100590,63.0,842883.31,340.0,669134.77,2,East,Unemployed,F,Married,04-Aug-2023,0
100988,32.0,393867.77,880.0,502544.31,0,Central,Employed,female,Divorced,2023-12-27,0
100240,25.0,,589.0,187448.66,4,Central,Retired,F,Single,2023-03-29,0
101474,73.0,792793.52,540.0,491851.74,1,Central,Retired,FEMALE,Single,22-Jun-2024,0
100705,50.0,683780.86,1200.0,285235.58,1,South,Retired,F,Widowed,15/09/2023,0
101662,28.0,639391.55,466.0,386806.14,4,West,Unemployed,Female,Widowed,29-Aug-2024,0
101100,45.0,641915.72,839.0,456411.03,2,West,Employed,MALE ,Married,2024-02-06,0
101052,46.0,769150.74,662.0,464312.17,2,North,Employed,male,Widowed,2024-01-20,0
100365,47.0,869135.9,307.0,713750.36,4,West,Employed,F,Married,14/05/2023,0
101036,69.0,712963.6,388.0,569014.72,1,East,Self-Employed,M,Married,2024-01-14,0
101783,-5.0,747874.01,621.0,429292.31,4,Central,Employed,FEMALE,Married,10/13/2024,0
100599,54.0,359131.55,520.0,440850.01,0,North,Employed,Female,Widowed,08/07/2023,0
101336,54.0,541325.13,892.0,333986.65,2,East,Employed,F,Divorced,2024-05-02,0
100514,72.0,790828.27,737.0,306724.6,0,West,Self-Employed,female,Widowed,07-Jul-2023,0
100591,69.0,852280.33,866.0,175165.71,3,South,Self-Employed,Female,Divorced,08/04/2023,0
100071,28.0,851419.66,309.0,658424.48,0,South,Self-Employed,female,Single,01/26/2023,1
101023,65.0,747681.26,588.0,418875.41,1,South,Unemployed,male,Single,01/09/2024,0
100259,51.0,832178.56,660.0,101624.86,1,Central,Employed,Male,Divorced,04/05/2023,0
100051,29.0,565792.01,658.0,296450.56,0,Central,Self-Employed,M,Married,01/19/2023,1
100198,37.0,434789.58,464.0,378082.9,3,South,Unemployed,male,Married,14-Mar-2023,0
101240,46.0,759413.92,823.0,390952.86,4,West,Employed,MALE ,Single,2024-03-28,0
101386,49.0,699389.07,638.0,478983.59,1,West,Self-Employed,F,Married,21-May-2024,0
100332,35.0,408662.2,485.0,459058.75,0,East,Employed,Male,Single,2023-05-02,0
101378,46.0,407549.9,733.0,504203.28,0,South,Employed,Female,Divorced,18-May-2024,0
101767,44.0,643590.23,696.0,280456.35,2,North,Retired,male,Divorced,10/07/2024,0
101460,63.0,505787.88,555.0,201486.19,1,East,Self-Employed,MALE ,Divorced,2024-06-17,0
100588,65.0,492907.22,647.0,536288.02,4,East,Self-Employed,male,Divorced,2023-08-03,0
100973,45.0,331345.4,820.0,415346.55,2,Central,Retired,FEMALE,Divorced,22/12/2023,0
100585,70.0,504569.66,809.0,428306.64,4,Central,Retired,male,Married,02/08/2023,0
101741,60.0,725564.55,701.0,268733.55,2,West,Self-Employed,Female,Widowed,27/09/2024,1
101037,18.0,298802.11,611.0,293139.27,0,East,Retired,Female,Widowed,14/01/2024,0
101068,37.0,834209.13,434.0,517139.74,0,Central,Retired,M,Single,2024-01-26,0
100426,67.0,765553.12,667.0,379415.99,3,West,Retired,male,Married,05-Jun-2023,1
100576,70.0,623760.46,385.0,356664.12,1,North,Retired,male,Single,2023-07-30,0
101903,32.0,189113.15,432.0,509906.64,0,East,Retired,M,Divorced,11/25/2024,0
101262,43.0,719322.38,503.0,152323.34,3,North,Self-Employed,male,Single,05-Apr-2024,0
101001,59.0,542385.42,777.0,286463.52,1,South,Self-Employed,F,Divorced,01/01/2024,0
101640,59.0,,457.0,625317.27,3,South,Unemployed,Male,Single,2024-08-21,0
101973,37.0,1060665.07,416.0,447094.77,1,East,Self-Employed,M,Single,21/12/2024,0
100478,55.0,722510.1,641.0,573451.19,3,Central,Self-Employed,M,Married,24-Jun-2023,0
100736,59.0,68657.16,598.0,259065.59,2,North,Self-Employed,Female,Married,2023-09-26,0
100398,33.0,744236.95,608.0,94208.42,4,North,Unemployed,male,Divorced,26-May-2023,0
101574,26.0,751932.09,364.0,411247.18,1,Central,Self-Employed,MALE ,Divorced,28-Jul-2024,0
100436,,527086.1,869.0,329133.97,3,Central,Unemployed,F,Widowed,2023-06-09,0
100192,52.0,295578.96,440.0,242082.54,4,Central,Retired,female,Married,2023-03-12,0
101455,21.0,1037472.64,353.0,576352.81,1,West,Unemployed,FEMALE,Married,06/15/2024,0
100849,52.0,816088.42,775.0,-66573.21,2,East,Retired,Male,Widowed,07/11/2023,1
100292,72.0,529441.88,755.0,584398.74,4,North,Unemployed,FEMALE,Widowed,2023-04-17,0
100949,33.0,495987.74,466.0,179913.7,1,Central,Retired,FEMALE,Widowed,13/12/2023,0
101481,18.0,842241.47,594.0,393981.39,2,South,Retired,Male,Divorced,24/06/2024,0
101656,66.0,702865.04,304.0,443325.75,2,East,Unemployed,male,Widowed,2024-08-27,0
101975,20.0,656112.18,488.0,420663.05,1,South,Unemployed,MALE ,Widowed,12/22/2024,0
100653,63.0,794350.64,507.0,530305.4,3,West,Unemployed,MALE ,Single,27/08/2023,0
100141,30.0,975891.27,705.0,344408.04,0,West,Retired,M,Married,21/02/2023,0
100745,38.0,810247.68,451.0,174936.94,3,Central  ,Retired,male,Single,30/09/2023,0
100002,55.0,658652.97,730.0,585557.58,2,North,Retired,female,Divorced,01-Jan-2023,0
100765,62.0,596406.22,772.0,347711.96,3,North,Unemployed,female,Single,07/10/2023,0
101977,37.0,616974.7,,355877.13,2,East,Unemployed,F,Married,22/12/2024,0
101175,37.0,,570.0,370021.89,2,Central,Retired,M,Married,03/05/2024,0
100339,72.0,400895.34,856.0,19118.81,4,East,Unemployed,F,Divorced,05/04/2023,0
101461,35.0,645790.82,,400743.5,0,South,Self-Employed,male,Single,17/06/2024,0
100408,71.0,741133.62,730.0,370055.23,1,Central,,male,Divorced,2023-05-29,0
101286,69.0,54683.16,478.0,455071.66,0,Central,Employed,MALE ,Married,14-Apr-2024,0
100265,,353967.92,413.0,533155.94,3,West,Unemployed,M,Single,07/04/2023,0
100376,59.0,518321.15,473.0,257847.05,4,Central,Unemployed,Male,Married,2023-05-18,0
100701,53.0,720488.97,711.0,397152.61,1,East,Retired,female,Widowed,13/09/2023,0
100993,42.0,691080.16,309.0,299759.5,3,Central,,Male,Married,29/12/2023,0
100439,40.0,713976.71,322.0,446880.99,3,East,Retired,Male,Widowed,06/10/2023,1
100271,19.0,804547.68,891.0,380038.53,2,South,Self-Employed,M,Widowed,04/09/2023,0
100184,46.0,890664.39,451.0,551509.55,2,Central,Employed,Male,Divorced,2023-03-09,0
101244,67.0,894896.34,833.0,492476.16,2,West,Unemployed,female,Widowed,2024-03-30,0
100244,53.0,,811.0,459928.71,0,North,Unemployed,M,Married,2023-03-31,1
100613,39.0,947405.5,793.0,643538.08,3,North,Self-Employed,F,Widowed,12/08/2023,0
101117,51.0,905601.81,352.0,405161.12,1,West,Self-Employed,Male,Widowed,12/02/2024,0
100445,55.0,258017.4,485.0,491650.29,4,West,Unemployed,M,Single,12/06/2023,0
100607,47.0,286600.18,475.0,277138.8,4,North,Self-Employed,male,Single,08/10/2023,0
100874,,,776.0,682131.45,1,North,Unemployed,F,Single,16-Nov-2023,0
101739,29.0,750077.48,524.0,684307.54,3,Central,Self-Employed,FEMALE,Widowed,09/27/2024,0
101763,52.0,357597.5,611.0,434030.95,2,East,,MALE ,Divorced,10/05/2024,0
101290,31.0,711670.79,337.0,318763.62,3,West,Employed,FEMALE,Married,16-Apr-2024,0
100693,71.0,1246737.95,819.0,220089.73,2,West,Employed,male,Divorced,11/09/2023,0
100415,56.0,570640.36,851.0,345608.36,4,Central,Self-Employed,FEMALE,Widowed,06/01/2023,0
100273,72.0,969245.21,703.0,606974.85,1,North,Retired,MALE ,Divorced,10/04/2023,0
100744,63.0,,521.0,207527.83,0,West,Self-Employed,Male,Married,2023-09-29,0
101971,70.0,549686.27,433.0,376967.45,3,East,Employed,female,Widowed,12/20/2024,0
101475,35.0,407095.31,708.0,543776.69,2,South,Unemployed,female,Single,06/22/2024,0
100250,28.0,,765.0,486443.38,2,East,Unemployed,Male,Widowed,02-Apr-2023,0
100413,25.0,,637.0,287395.31,4,South,Retired,F,Widowed,31/05/2023,0
100628,46.0,763134.6,497.0,384612.11,2,North,Retired,M,Divorced,2023-08-18,0
101419,45.0,247798.32,354.0,420643.69,3,West,Unemployed,male,Single,06/02/2024,0
101237,,920214.05,421.0,300107.14,0,West,Self-Employed,MALE ,Divorced,27/03/2024,0
100310,55.0,1055017.58,474.0,472357.94,4,Central,Retired,Male,Widowed,24-Apr-2023,0
100582,24.0,748877.28,859.0,555888.04,1,North,Employed,female,Divorced,01-Aug-2023,1
100381,71.0,878982.58,784.0,417470.26,3,West,Self-Employed,Male,Single,20/05/2023,0
101841,23.0,719583.23,656.0,322330.0,2,West,Unemployed,male,Single,03/11/2024,0
100425,29.0,514360.54,781.0,373125.1,3,North,Self-Employed,M,Married,05/06/2023,0
101904,36.0,480622.11,380.0,544324.68,4,North,Self-Employed,M,Married,2024-11-26,0
101837,35.0,436118.39,728.0,310120.34,2,North,Employed,Male,Widowed,01/11/2024,0
101170,53.0,861576.02,604.0,401586.28,0,East,Employed,female,Widowed,03-Mar-2024,1
101374,68.0,602482.08,705.0,513855.57,4,West,Unemployed,Male,Single,16-May-2024,0
100707,50.0,593145.15,563.0,364562.56,4,South,Retired,female,Widowed,09/16/2023,0
101599,58.0,700336.21,474.0,455648.23,4,North,Self-Employed,male,Widowed,08/06/2024,0
101486,27.0,443103.94,785.0,550958.57,3,East,Unemployed,F,Widowed,26-Jun-2024,1
100926,48.0,110994.24,504.0,723020.19,0,South,Retired,Female,Single,05-Dec-2023,0
101616,63.0,734952.14,342.0,313120.75,3,West,Employed,FEMALE,Single,2024-08-13,0
100182,,907548.85,465.0,512027.02,2,South,Unemployed,Male,Married,08-Mar-2023,0
100170,24.0,659306.96,690.0,303582.46,3,North,Retired,MALE ,Married,04-Mar-2023,0
100572,34.0,1029092.16,883.0,413694.07,1,North,Self-Employed,M,Widowed,2023-07-28,0
101251,41.0,487684.27,,485530.14,0,East,Unemployed,F,Widowed,04/01/2024,0
101906,34.0,176238.54,337.0,485456.18,1,Central,Retired,FEMALE,Single,27-Nov-2024,0
100782,24.0,873213.95,706.0,437065.38,4,North,Unemployed,FEMALE,Married,13-Oct-2023,0
101381,34.0,1025507.31,779.0,273927.23,1,East,Employed,Male,Married,19/05/2024,0
101730,62.0,686407.58,557.0,404238.31,4,Central,Employed,M,Single,23-Sep-2024,0
100272,26.0,1037970.03,695.0,381987.21,4,East  ,Retired,M,Married,2023-04-10,1
101572,59.0,807809.58,550.0,338904.0,1,Central,Employed,M,Widowed,2024-07-28,0
100704,25.0,250486.91,863.0,391182.6,4,East,Self-Employed,female,Single,2023-09-15,0
101561,32.0,920587.98,534.0,288629.57,1,East,Self-Employed,Female,Married,24/07/2024,0
100371,55.0,1327686.38,464.0,436892.1,2,Central,Self-Employed,Male,Divorced,05/16/2023,0
100222,58.0,614753.03,320.0,366164.95,2,West,Unemployed,Female,Married,23-Mar-2023,1
101808,23.0,1308685.19,778.0,458220.54,2,East,Employed,female,Married,2024-10-22,0
100944,25.0,777455.18,557.0,433908.94,3,East,Retired,MALE ,Divorced,2023-12-11,0
100792,59.0,667604.78,,341749.91,0,South,Retired,female,Married,2023-10-17,0
100518,45.0,447628.42,442.0,457253.58,2,South,Unemployed,FEMALE,Single,09-Jul-2023,1
100334,44.0,128899.46,787.0,514927.6,2,South,Retired,female,Divorced,02-May-2023,1
101309,66.0,330477.91,528.0,613949.05,1,East,Unemployed,FEMALE,Married,23/04/2024,0
101684,38.0,175546.38,393.0,460347.31,2,West,Unemployed,FEMALE,Divorced,2024-09-06,0
101423,56.0,159788.6,450.0,699211.96,3,South,Self-Employed,Male,Single,06/03/2024,1
101403,36.0,374834.68,453.0,299762.41,2,West,Unemployed,male,Divorced,05/27/2024,1
100015,62.0,707370.43,758.0,547486.0,3,Central,Self-Employed,male,Single,01/06/2023,1
101659,32.0,988268.39,869.0,601327.34,3,Central,Self-Employed,MALE ,Widowed,08/28/2024,0
101992,34.0,1137735.87,408.0,162367.55,1,West,Unemployed,M,Widowed,2024-12-28,0
101562,32.0,514504.15,894.0,411124.93,1,South,Self-Employed,female,Single,24-Jul-2024,0
101710,37.0,777164.89,607.0,516569.27,1,Central,Unemployed,female,Single,16-Sep-2024,0
100617,33.0,620158.45,362.0,211452.45,0,West,Unemployed,male,Divorced,14/08/2023,0
100921,50.0,259699.27,789.0,476256.3,4,South,Unemployed,MALE ,Widowed,03/12/2023,0
100465,73.0,432951.64,758.0,436716.44,3,Central,Retired,MALE ,Divorced,19/06/2023,0
101265,20.0,328273.14,377.0,249921.15,4,Central,Employed,Male,Widowed,06/04/2024,1
100199,72.0,1264356.02,732.0,918106.96,0,North,Self-Employed,F,Single,03/14/2023,1
101223,55.0,831524.59,510.0,295205.14,1,South,Employed,Female,Married,03/22/2024,0
101465,24.0,395421.12,502.0,404612.88,0,West,Retired,Male,Divorced,18/06/2024,0
101537,24.0,954431.3,406.0,252151.57,2,East,Unemployed,male,Divorced,15/07/2024,0
101318,43.0,740752.31,442.0,478479.92,4,South,Retired,FEMALE,Widowed,26-Apr-2024,0
101711,44.0,206646.37,385.0,490165.59,3,North,Employed,M,Divorced,09/16/2024,1
101986,65.0,20976.2,,488687.94,1,East,,Male,Single,26-Dec-2024,0
101420,72.0,817138.84,367.0,688544.08,0,North,Self-Employed,male,Married,2024-06-02,0
101433,50.0,,606.0,534604.22,3,Central,Self-Employed,female,Single,07/06/2024,0
101118,59.0,844268.24,457.0,242735.85,3,West,Employed,M,Divorced,13-Feb-2024,1
101593,19.0,739739.11,672.0,226812.16,3,North,Retired,Male,Widowed,04/08/2024,0
100043,38.0,341296.73,670.0,306698.87,4,West,Self-Employed,male,Married,01/16/2023,0
100274,41.0,399677.14,404.0,581428.11,1,North,Self-Employed,Male,Divorced,11-Apr-2023,0
101113,34.0,751815.97,496.0,397322.7,4,Central,Retired,male,Widowed,11/02/2024,0
100101,29.0,,489.0,183482.98,1,West,Self-Employed,FEMALE,Single,06/02/2023,1
100886,21.0,818028.58,403.0,592576.77,0,West,,female,Single,20-Nov-2023,0
101838,30.0,677175.54,367.0,358252.37,0,Central,Unemployed,FEMALE,Widowed,02-Nov-2024,0
101588,67.0,554990.48,681.0,292137.18,4,East,Self-Employed,MALE ,Single,2024-08-02,0
100107,55.0,421780.5,628.0,409152.23,0,West,Retired,MALE ,Married,02/09/2023,0
101075,27.0,1129111.22,484.0,323433.87,0,North,Employed,M,Widowed,01/28/2024,0
100497,39.0,897138.31,356.0,255629.11,2,West,Unemployed,female,Single,01/07/2023,0
101198,63.0,961802.86,583.0,372688.16,2,West,Self-Employed,female,Widowed,13-Mar-2024,0
101128,49.0,846172.18,443.0,328275.26,0,Central,Employed,Male,Single,2024-02-16,1
101179,19.0,414330.02,701.0,186605.7,3,East,Employed,Female,Widowed,03/06/2024,0
100654,49.0,661639.37,465.0,346050.75,2,West,,Male,Single,27-Aug-2023,0
101447,72.0,927492.41,856.0,359873.12,2,Central,Retired,Female,Single,06/12/2024,0
101315,35.0,926235.12,355.0,213789.64,0,Central,Employed,female,Single,04/25/2024,0
101672,33.0,503702.89,805.0,515647.24,0,West,Unemployed,FEMALE,Widowed,2024-09-02,0
100964,72.0,,809.0,517759.14,3,West,Retired,FEMALE,Divorced,2023-12-19,0
100072,44.0,819350.34,618.0,425643.3,2,West,Retired,male,Divorced,2023-01-27,1
100767,45.0,520872.31,334.0,482759.24,4,West,Unemployed,female,Married,10/08/2023,0
101231,59.0,596212.71,478.0,256525.63,1,North,Self-Employed,Male,Widowed,03/25/2024,0
101586,64.0,128742.93,781.0,365848.36,3,North,Unemployed,female,Single,02-Aug-2024,1
101914,-5.0,873449.69,731.0,516943.15,2,East,Unemployed,MALE ,Single,29-Nov-2024,0
100481,65.0,573358.59,791.0,295648.13,0,South,Employed,female,Single,25/06/2023,0
101083,49.0,841716.82,792.0,6374.98,3,Central,Self-Employed,male,Single,01/31/2024,0
100506,48.0,84896.31,322.0,610054.89,2,North,Employed,Male,Single,04-Jul-2023,0
100755,42.0,484324.65,,385916.23,3,North,Unemployed,MALE ,Single,10/03/2023,1
100785,51.0,485907.28,827.0,241351.78,2,South,Self-Employed,F,Married,14/10/2023,0
100211,58.0,741552.4,482.0,274171.58,4,East,Unemployed,Female,Widowed,03/19/2023,0
101939,29.0,935647.31,623.0,345671.33,0,Central,Retired,F,Married,12/09/2024,0
100674,,,820.0,-21852.05,3,North,Unemployed,MALE ,Single,04-Sep-2023,0
